serial_no,nice_class_code,mark_id_char,mark_length,statement_text,dict_indicator,pseudo_mark,formatted_text
70032167,5,COSCURA,1,MEDICAMENTS FOR THE SKIN,0,,"[CLS]COSCURA [SEP] MEDICAMENTS FOR THE SKIN [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
70032188,3,YANKY,1,"PERFUMES, SUCH AS [EXTRACTS, TOILET WATERS, AND SACHETS]",0,,"[CLS]YANKY [SEP] PERFUMES, SUCH AS [EXTRACTS, TOILET WATERS, AND SACHETS] [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70032210,5,HOLOCAIN,1,A LOCAL ANESTHETIC FOR OPHTHALMOLOGICAL PURPOSES,0,,"[CLS]HOLOCAIN [SEP] A LOCAL ANESTHETIC FOR OPHTHALMOLOGICAL PURPOSES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
70032235,29,ATLAS,1,"COOKED MEATS, SMOKED MEATS, SIDES, DRIED MEATS, SALT MEATS, AND FRESH MEATS",1,,"[CLS]ATLAS [SEP] COOKED MEATS, SMOKED MEATS, SIDES, DRIED MEATS, SALT MEATS, AND FRESH MEATS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
70032258,29,STORK BRAND CONDENSED MILK NEW YORK CONDENSED MILK CO. NEW YORK.,11,CONDENSED MILK,0,,"[CLS]STORK BRAND CONDENSED MILK NEW YORK CONDENSED MILK CO. NEW YORK. [SEP] CONDENSED MILK [SEP] mark absent in Wordnet [SEP] Mark length is 11 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
70032301,30,UNEEDA,1,"BISCUITS, CRACKERS [ , CAKES, BREAD, SNAPS, JUMBLES, HARD AND SOFT BOILED CONFECTIONERY, INCLUDING GRAINWORK, CREAMWORK, PANWORK, CHOCOLATEWORK, LOZENGES, AND MEDIATE CANDIES ]",0,,"[CLS]UNEEDA [SEP] BISCUITS, CRACKERS [ , CAKES, BREAD, SNAPS, JUMBLES, HARD AND SOFT BOILED CONFECTIONERY, INCLUDING GRAINWORK, CREAMWORK, PANWORK, CHOCOLATEWORK, LOZENGES, AND MEDIATE CANDIES ] [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
70032315,5,"ENO'S ""FRUIT SALT"" FRUIT SALINE OR FRUIT POWDER HEALTH-GIVING, PLEASANT, COOLING, REFRESHING, & INVIGORATING FRUIT SALT WORKS TRUTH AND LIGHT LONDON. S.E.",22,A MEDICINAL PREPARATION FOR HUMAN USE,0,"ENOS ""FRUIT SALT"" FRUIT SALINE OR FRUIT","[CLS]ENO'S ""FRUIT SALT"" FRUIT SALINE OR FRUIT POWDER HEALTH-GIVING, PLEASANT, COOLING, REFRESHING, & INVIGORATING FRUIT SALT WORKS TRUTH AND LIGHT LONDON. S.E. [SEP] A MEDICINAL PREPARATION FOR HUMAN USE [SEP] mark absent in Wordnet [SEP] Mark length is 22 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is ENOS ""FRUIT SALT"" FRUIT SALINE OR FRUIT [CLS]"
70032490,25,THE CINDERELLA SHOE G $3.00,5,LADIES' SHOES,0,3 DOLLARS,"[CLS]THE CINDERELLA SHOE G $3.00 [SEP] LADIES' SHOES [SEP] mark absent in Wordnet [SEP] Mark length is 5 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is 3 DOLLARS [CLS]"
70032516,30,BLUE RIBBON BRAND,3,PACKAGE-TEA,1,,"[CLS]BLUE RIBBON BRAND [SEP] PACKAGE-TEA [SEP] mark present in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
70032536,13,NEW SERVICE.,2,"PISTOLS, RIFLES, AND SPORTING-GUNS",0,,"[CLS]NEW SERVICE. [SEP] PISTOLS, RIFLES, AND SPORTING-GUNS [SEP] mark absent in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 13 [SEP] Firearms; ammunition and projectiles; explosives; fireworks. [SEP] Pseudo mark is  [CLS]"
70032595,6,B.E.R B.C.S.&R. CO. BALTIMORE,4,COPPER MANUFACTURES,0,BERBCSR,"[CLS]B.E.R B.C.S.&R. CO. BALTIMORE [SEP] COPPER MANUFACTURES [SEP] mark absent in Wordnet [SEP] Mark length is 4 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is BERBCSR [CLS]"
70032606,30,H H,2,CONFECTIONERY,1,HH,"[CLS]H H [SEP] CONFECTIONERY [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is HH [CLS]"
70032664,5,C.N. EDWARDS' LICORINE CURE FOR GRIP ANDRHEUMATISM,7,MEDICINE FOR CURE OF GRIP AND RHEUMATISM.,0,CN,"[CLS]C.N. EDWARDS' LICORINE CURE FOR GRIP ANDRHEUMATISM [SEP] MEDICINE FOR CURE OF GRIP AND RHEUMATISM. [SEP] mark absent in Wordnet [SEP] Mark length is 7 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is CN [CLS]"
70032739,34,OVERLAND,1,CIGARS,1,,[CLS]OVERLAND [SEP] CIGARS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 34 [SEP] Tobacco; smokers' articles; matches. [SEP] Pseudo mark is  [CLS]
70032894,5,GOMENOL,1,ANTISEPTICS,0,,"[CLS]GOMENOL [SEP] ANTISEPTICS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
70032900,4,VISCOLITE.,1,LUBRICATING OILS,0,,"[CLS]VISCOLITE. [SEP] LUBRICATING OILS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 4 [SEP] Industrial oils and greases; lubricants; dust absorbing, wetting and binding compositions; fuels (including motor spirit) and illuminants; candles and wicks for lighting. [SEP] Pseudo mark is  [CLS]"
70032964,16,PITTMAN'S SHORTHAND ISAAC PITMAN,4,BOOKS,0,PITTMANS SHORTHAND ISAAC PITMAN,"[CLS]PITTMAN'S SHORTHAND ISAAC PITMAN [SEP] BOOKS [SEP] mark absent in Wordnet [SEP] Mark length is 4 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is PITTMANS SHORTHAND ISAAC PITMAN [CLS]"
70032973,34,THE SAVORY CIGARETTES,3,CIGARETTES,0,,[CLS]THE SAVORY CIGARETTES [SEP] CIGARETTES [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 34 [SEP] Tobacco; smokers' articles; matches. [SEP] Pseudo mark is  [CLS]
70032982,32,"ROSE'S SWEETENED LIME JUICE RECONSTITUTED L. ROSE CO. LTD. ST. ALBANS, ENGLAND & THE WEST INDIES ESTD. 1805 WEST INDIA",20,LIME-JUICE,0,ROSES SWEETENED LIME JUICE RECONSTITUTE,"[CLS]ROSE'S SWEETENED LIME JUICE RECONSTITUTED L. ROSE CO. LTD. ST. ALBANS, ENGLAND & THE WEST INDIES ESTD. 1805 WEST INDIA [SEP] LIME-JUICE [SEP] mark absent in Wordnet [SEP] Mark length is 20 [SEP] NICE category is 32 [SEP] Beers; mineral and aerated waters and other non-alcoholic beverages; fruit beverages and fruit juices; syrups and other preparations for making beverages. [SEP] Pseudo mark is ROSES SWEETENED LIME JUICE RECONSTITUTE [CLS]"
70033093,3,INDIAN HAY,2,"TOILET EXTRACTS, ESSENCES, OILS, WATERS",1,,"[CLS]INDIAN HAY [SEP] TOILET EXTRACTS, ESSENCES, OILS, WATERS [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70033152,3,SWAN,1,LAUNDRY SOAP,1,,"[CLS]SWAN [SEP] LAUNDRY SOAP [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70033153,3,IROLENE.,1,PERFUMES,0,,"[CLS]IROLENE. [SEP] PERFUMES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70033231,14,RUBY,1,"WATCHES, WATCH-MOVEMENTS, AND PARTS OF WATCHES",1,,"[CLS]RUBY [SEP] WATCHES, WATCH-MOVEMENTS, AND PARTS OF WATCHES [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 14 [SEP] Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments. [SEP] Pseudo mark is  [CLS]"
70033232,14,PEARL,1,"WATCHES, WATCH-MOVEMENTS, AND PARTS OF WATCHES",1,,"[CLS]PEARL [SEP] WATCHES, WATCH-MOVEMENTS, AND PARTS OF WATCHES [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 14 [SEP] Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments. [SEP] Pseudo mark is  [CLS]"
70033233,14,SAPPHIRE,1,"WATCHES, WATCH-MOVEMENTS, AND PARTS OF WATCHES",1,,"[CLS]SAPPHIRE [SEP] WATCHES, WATCH-MOVEMENTS, AND PARTS OF WATCHES [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 14 [SEP] Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments. [SEP] Pseudo mark is  [CLS]"
70033235,14,GARNET,1,"WATCHES, WATCH-MOVEMENTS, AND PARTS OF WATCHES",1,,"[CLS]GARNET [SEP] WATCHES, WATCH-MOVEMENTS, AND PARTS OF WATCHES [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 14 [SEP] Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments. [SEP] Pseudo mark is  [CLS]"
70033327,34,RAMESES II,2,CIGARETTES AND SMOKING-TOBACCO,1,,[CLS]RAMESES II [SEP] CIGARETTES AND SMOKING-TOBACCO [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 34 [SEP] Tobacco; smokers' articles; matches. [SEP] Pseudo mark is  [CLS]
70033600,4,VACLITE,1,WAXES AND OILS FOR THE PRODUCTION OF HEAT AND LIGHT COMPOSED IN WHOLE OR IN PART OF PETROLEUM PRODUCTS,0,,"[CLS]VACLITE [SEP] WAXES AND OILS FOR THE PRODUCTION OF HEAT AND LIGHT COMPOSED IN WHOLE OR IN PART OF PETROLEUM PRODUCTS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 4 [SEP] Industrial oils and greases; lubricants; dust absorbing, wetting and binding compositions; fuels (including motor spirit) and illuminants; candles and wicks for lighting. [SEP] Pseudo mark is  [CLS]"
70033707,4,RARUS,1,LUBRICATING OILS,0,,"[CLS]RARUS [SEP] LUBRICATING OILS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 4 [SEP] Industrial oils and greases; lubricants; dust absorbing, wetting and binding compositions; fuels (including motor spirit) and illuminants; candles and wicks for lighting. [SEP] Pseudo mark is  [CLS]"
70033775,3,PEARLINE,1,WASHING COMPOUNDS AND SOAP POWDER,0,,"[CLS]PEARLINE [SEP] WASHING COMPOUNDS AND SOAP POWDER [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70033902,8,STERLING G,2,WARE OF SILVER OF STERLING STANDARD OF FINENESS,1,,[CLS]STERLING G [SEP] WARE OF SILVER OF STERLING STANDARD OF FINENESS [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 8 [SEP] Hand tools and implements (hand-operated); cutlery; side arms; razors. [SEP] Pseudo mark is  [CLS]
70033903,8,950-1000 FINE. G,3,SILVERWARE OF GREATER FINENESS OF SILVER THAN STERLING STANDARD OF SILVER,0,,[CLS]950-1000 FINE. G [SEP] SILVERWARE OF GREATER FINENESS OF SILVER THAN STERLING STANDARD OF SILVER [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 8 [SEP] Hand tools and implements (hand-operated); cutlery; side arms; razors. [SEP] Pseudo mark is  [CLS]
70033944,3,SWAN,1,TOILET SOAP,1,,"[CLS]SWAN [SEP] TOILET SOAP [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70033953,9,ZIG ZAG RULES Z.Z. STANLEY,5,EDGEWISE-FOLDING RULES,0,,"[CLS]ZIG ZAG RULES Z.Z. STANLEY [SEP] EDGEWISE-FOLDING RULES [SEP] mark absent in Wordnet [SEP] Mark length is 5 [SEP] NICE category is 9 [SEP] Scientific, nautical, surveying, photographic, cinematographic, optical, weighing, measuring, signalling, checking (supervision), life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling electricity; apparatus for recording, transmission or reproduction of sound or images; magnetic data carriers, recording discs; compact discs, DVDs and other digital recording media; mechanisms for coin-operated apparatus; cash registers, calculating machines, data processing equipment, computers; computer software; fire-extinguishing apparatus. [SEP] Pseudo mark is  [CLS]"
70034161,19,SMOOTH-ON,1,"AN IRON COMPOUND IN THE FORM OF A DRY POWDER USED TO REPAIR DEFECTS AND BREAKS IN AND MAKE PATCHES ON IRON AND OTHER METALLIC SUBSTANCES, AND TO MAKE METALLIC JOINTS AND TO COVER METALLIC SURFACES AND TO REMOVE OR PREVENT SCALES IN BOILERS",0,,"[CLS]SMOOTH-ON [SEP] AN IRON COMPOUND IN THE FORM OF A DRY POWDER USED TO REPAIR DEFECTS AND BREAKS IN AND MAKE PATCHES ON IRON AND OTHER METALLIC SUBSTANCES, AND TO MAKE METALLIC JOINTS AND TO COVER METALLIC SURFACES AND TO REMOVE OR PREVENT SCALES IN BOILERS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 19 [SEP] Building materials (non-metallic); non-metallic rigid pipes for building; asphalt, pitch and bitumen; non-metallic transportable buildings; monuments, not of metal. [SEP] Pseudo mark is  [CLS]"
70034235,3,RECKITT'S PARIS BLUE,3,BLUING,0,RECKITTS PARIS BLUE,"[CLS]RECKITT'S PARIS BLUE [SEP] BLUING [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is RECKITTS PARIS BLUE [CLS]"
70034322,30,"OUT OF THE STRONG CAME FORTH SWEETNESS ABRAM LYLE & SONS LTD., SUGAR REFINERS.",14,SYRUP AND SUGAR,0,ABRAHAM LYLE,"[CLS]OUT OF THE STRONG CAME FORTH SWEETNESS ABRAM LYLE & SONS LTD., SUGAR REFINERS. [SEP] SYRUP AND SUGAR [SEP] mark absent in Wordnet [SEP] Mark length is 14 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is ABRAHAM LYLE [CLS]"
70034328,22,AJAX,1,"BRAIDED COTTON SASH-CORD, [ HOP-TWINE ], AND MATTRESS-TWINE",1,,"[CLS]AJAX [SEP] BRAIDED COTTON SASH-CORD, [ HOP-TWINE ], AND MATTRESS-TWINE [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 22 [SEP] Ropes and string; nets; tents, awnings, and tarpaulins; awnings of textile or synthetic materials; sails; sacks for the transport and storage of materials in bulk; padding, cushioning and stuffing materials, (except of paper, cardboard, rubber or plastics); raw fibrous textile materials and substitutes therefor. [SEP] Pseudo mark is  [CLS]"
70034329,22,HERCULES,1,BRAIDED SASH-CORDS AND FLAX THREAD [ OR GILLING-THREAD ],1,,"[CLS]HERCULES [SEP] BRAIDED SASH-CORDS AND FLAX THREAD [ OR GILLING-THREAD ] [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 22 [SEP] Ropes and string; nets; tents, awnings, and tarpaulins; awnings of textile or synthetic materials; sails; sacks for the transport and storage of materials in bulk; padding, cushioning and stuffing materials, (except of paper, cardboard, rubber or plastics); raw fibrous textile materials and substitutes therefor. [SEP] Pseudo mark is  [CLS]"
